Date,Produit,Prix,Demande,Saison
2025-09-09,Pomme de terre,3040,3,0
2025-09-10,Pomme de terre,2749,1,0
2025-09-11,Pomme de terre,3088,3,0
2025-09-12,Pomme de terre,2734,1,0
2025-09-13,Pomme de terre,2988,2,0
2025-09-14,Pomme de terre,3058,3,0
2025-09-15,Pomme de terre,2874,2,0
2025-09-16,Pomme de terre,2696,1,0
2025-09-17,Pomme de terre,2619,1,0
2025-09-18,Pomme de terre,2651,1,0
2025-09-19,Pomme de terre,2948,2,0
2025-09-20,Pomme de terre,3120,3,0
2025-09-21,Pomme de terre,2827,2,0
2025-09-22,Pomme de terre,2815,2,0
2025-09-23,Pomme de terre,2815,2,0
2025-09-24,Pomme de terre,2801,2,0
2025-09-25,Pomme de terre,3117,3,0
2025-09-26,Pomme de terre,3015,3,0
2025-09-27,Pomme de terre,2782,1,0
2025-09-28,Pomme de terre,2764,1,0
2025-09-29,Pomme de terre,2810,2,0
2025-09-30,Pomme de terre,2820,2,0
2025-10-01,Pomme de terre,2922,1,1
2025-10-02,Pomme de terre,3259,2,1
2025-10-03,Pomme de terre,3391,3,1
2025-10-04,Pomme de terre,3432,3,1
2025-10-05,Pomme de terre,3479,3,1
2025-10-06,Pomme de terre,2952,1,1
2025-10-07,Pomme de terre,3146,2,1
2025-10-08,Pomme de terre,2947,1,1
2025-10-09,Pomme de terre,3343,3,1
2025-10-10,Pomme de terre,3400,3,1
2025-10-11,Pomme de terre,3456,3,1
2025-10-12,Pomme de terre,3248,2,1
2025-10-13,Pomme de terre,3382,3,1
2025-10-14,Pomme de terre,3219,2,1
2025-10-15,Pomme de terre,3256,2,1
2025-10-16,Pomme de terre,3101,2,1
2025-10-17,Pomme de terre,3245,2,1
2025-10-18,Pomme de terre,3164,2,1
2025-10-19,Pomme de terre,3397,3,1
2025-10-20,Pomme de terre,3349,3,1
2025-10-21,Pomme de terre,3161,2,1
2025-10-22,Pomme de terre,2937,1,1
2025-10-23,Pomme de terre,3396,3,1
2025-10-24,Pomme de terre,3044,1,1
2025-10-25,Pomme de terre,3338,3,1
2025-10-26,Pomme de terre,3370,3,1
2025-10-27,Pomme de terre,3329,3,1
2025-10-28,Pomme de terre,3257,2,1
2025-10-29,Pomme de terre,3313,3,1
2025-10-30,Pomme de terre,2940,1,1
2025-10-31,Pomme de terre,3123,2,1
2025-11-01,Pomme de terre,3109,2,1
2025-11-02,Pomme de terre,3262,2,1
2025-11-03,Pomme de terre,3427,3,1
2025-11-04,Pomme de terre,2941,1,1
2025-11-05,Pomme de terre,3077,1,1
2025-11-06,Pomme de terre,3153,2,1
2025-11-07,Pomme de terre,3385,3,1
2025-11-08,Pomme de terre,3042,1,1
2025-11-09,Pomme de terre,2937,1,1
2025-11-10,Pomme de terre,3289,2,1
2025-11-11,Pomme de terre,3334,3,1
2025-11-12,Pomme de terre,3374,3,1
2025-11-13,Pomme de terre,3237,2,1
2025-11-14,Pomme de terre,3466,3,1
2025-11-15,Pomme de terre,3177,2,1
2025-11-16,Pomme de terre,3133,2,1
2025-11-17,Pomme de terre,2985,1,1
2025-11-18,Pomme de terre,3163,2,1
2025-11-19,Pomme de terre,3017,1,1
2025-11-20,Pomme de terre,3233,2,1
2025-11-21,Pomme de terre,3015,1,1
2025-11-22,Pomme de terre,3244,2,1
2025-11-23,Pomme de terre,3206,2,1
2025-11-24,Pomme de terre,3487,3,1
2025-11-25,Pomme de terre,3297,2,1
2025-11-26,Pomme de terre,3198,2,1
2025-11-27,Pomme de terre,3473,3,1
2025-11-28,Pomme de terre,3294,2,1
2025-11-29,Pomme de terre,3412,3,1
2025-11-30,Pomme de terre,2952,1,1
2025-12-01,Pomme de terre,3326,3,1
2025-12-02,Pomme de terre,3381,3,1
2025-12-03,Pomme de terre,3255,2,1
2025-12-04,Pomme de terre,3168,2,1
2025-12-05,Pomme de terre,3166,2,1
2025-12-06,Pomme de terre,3499,3,1
2025-12-07,Pomme de terre,3216,2,1
2025-12-08,Pomme de terre,3331,3,1
2025-12-09,Pomme de terre,3280,2,1
2025-12-10,Pomme de terre,2967,1,1
2025-12-11,Pomme de terre,2916,1,1
2025-12-12,Pomme de terre,3199,2,1
2025-12-13,Pomme de terre,3421,3,1
2025-12-14,Pomme de terre,2931,1,1
2025-12-15,Pomme de terre,3495,3,1
2025-12-16,Pomme de terre,3329,3,1
2025-12-17,Pomme de terre,3156,2,1
2025-12-18,Pomme de terre,3333,3,1
2025-12-19,Pomme de terre,3188,2,1
2025-12-20,Pomme de terre,3267,2,1
2025-12-21,Pomme de terre,3073,1,1
2025-12-22,Pomme de terre,3379,3,1
2025-12-23,Pomme de terre,3299,2,1
2025-12-24,Pomme de terre,3238,2,1
2025-12-25,Pomme de terre,3364,3,1
2025-12-26,Pomme de terre,3213,2,1
2025-12-27,Pomme de terre,3030,1,1
2025-12-28,Pomme de terre,3141,2,1
2025-12-29,Pomme de terre,3385,3,1
2025-12-30,Pomme de terre,3255,2,1
2025-12-31,Pomme de terre,3459,3,1
2026-01-01,Pomme de terre,3131,2,1
2026-01-02,Pomme de terre,3371,3,1
2026-01-03,Pomme de terre,3291,2,1
2026-01-04,Pomme de terre,3362,3,1
2026-01-05,Pomme de terre,3321,3,1
2026-01-06,Pomme de terre,3386,3,1
2026-01-07,Pomme de terre,2935,1,1
2026-01-08,Pomme de terre,3068,1,1
2026-01-09,Pomme de terre,3044,1,1
2026-01-10,Pomme de terre,3428,3,1
2026-01-11,Pomme de terre,3419,3,1
2026-01-12,Pomme de terre,3047,1,1
2026-01-13,Pomme de terre,3319,3,1
2026-01-14,Pomme de terre,3275,2,1
2026-01-15,Pomme de terre,3054,1,1
2026-01-16,Pomme de terre,3007,1,1
2026-01-17,Pomme de terre,3072,1,1
2026-01-18,Pomme de terre,3440,3,1
2026-01-19,Pomme de terre,2916,1,1
2026-01-20,Pomme de terre,3070,1,1
2026-01-21,Pomme de terre,3090,1,1
2026-01-22,Pomme de terre,3323,3,1
2026-01-23,Pomme de terre,2946,1,1
2026-01-24,Pomme de terre,3186,2,1
2026-01-25,Pomme de terre,3218,2,1
2026-01-26,Pomme de terre,3149,2,1
2026-01-27,Pomme de terre,3498,3,1
2026-01-28,Pomme de terre,3435,3,1
2026-01-29,Pomme de terre,3338,3,1
2026-01-30,Pomme de terre,3011,1,1
2026-01-31,Pomme de terre,3374,3,1
2026-02-01,Pomme de terre,3393,3,1
2026-02-02,Pomme de terre,3468,3,1
2026-02-03,Pomme de terre,3020,1,1
2026-02-04,Pomme de terre,2992,1,1
